Sample #	Date	Start Time	Aerodynamic Diameter	0.542	0.583	0.626	0.673	0.723	0.777	0.835	0.898	0.965	1.037	1.114	1.197	1.286	1.382	1.486	1.596	1.715	1.843	1.981	2.129	2.288	2.458	2.642	2.839	3.051	3.278	3.523	3.786	4.068	4.371	4.698	5.048	5.425	5.829	6.264	6.732	7.234	7.774	8.354	8.977	9.647	10.37	11.14	11.97	12.86	13.82	14.86	15.96	17.15	18.43	19.81	Event 1	Event 3	Event 4	Dead Time	Inlet Pressure	Total Flow	Sheath Flow	Analog Input Voltage 0	Analog Input Voltage 1	Digital Input Level 0	Digital Input Level 1	Digital Input Level 2	Laser Power	Laser Current	Sheath Pump Voltage	Total Pump Voltage	Box Temperature	Avalanch Photo Diode Temperature	Avalanch Photo Diode Voltage	Status Flags	Median(µm)	Mean(µm)	Geo. Mean(µm)	Mode(µm)	Geo. Std. Dev.	Total Conc.
1661	12/12/19	10:19:00	Raw Counts	52	64	71	77	81	87	59	63	68	58	46	31	30	25	13	21	17	17	14	11	16	18	22	35	37	26	13	7	11	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	296	2	0	4	990.5	4.96	3.99	0	0	0	0	0	75	58.1	2.644	2.62	35.6	32.9	222	0000 0000 0000 0000	0.924504	1.30773	1.08814	0.777365	1.76107	10.9498(#/cm³)
1662	12/12/19	10:19:06	Raw Counts	42	67	70	76	87	81	62	65	64	43	42	30	26	26	20	20	16	11	17	7	15	14	29	25	34	25	9	3	5	4	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	291	2	0	4	989.9	4.96	3.99	0	0	0	0	0	75	58.1	2.626	2.621	35.6	32.9	222	0000 0000 0000 0000	0.902331	1.2773	1.06869	0.723394	1.74233	10.4198(#/cm³)
1663	12/12/19	10:19:12	Raw Counts	53	63	64	71	64	69	68	46	50	34	40	25	31	21	23	17	12	17	16	12	13	20	25	36	31	33	15	10	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	4	990.2	4.96	4	0	0	0	0	0	75	58.1	2.636	2.621	35.6	32.9	222	0000 0000 0000 0000	0.922742	1.33952	1.10934	0.67317	1.78914	9.8398(#/cm³)
1664	12/12/19	10:19:18	Raw Counts	60	74	77	95	81	73	78	52	39	45	43	37	29	30	26	24	12	11	18	18	14	23	30	43	34	29	7	7	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	5	0	4	990.2	4.96	3.99	0	0	0	0	0	75	58.1	2.648	2.62	35.5	32.9	222	0000 0000 0000 0000	0.892012	1.28623	1.07728	0.67317	1.75789	11.1698(#/cm³)
1665	12/12/19	10:19:24	Raw Counts	55	75	78	84	81	88	72	63	51	41	30	36	29	30	20	15	20	11	8	12	13	13	24	37	47	23	10	16	7	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	4	0	4	990.2	4.97	4.01	0	0	0	0	0	75	58.1	2.624	2.619	35.6	32.9	222	0000 0000 0000 0000	0.880891	1.29659	1.07327	0.777365	1.77836	10.9398(#/cm³)
1666	12/12/19	10:19:30	Raw Counts	57	77	83	75	73	74	73	72	62	58	51	44	24	32	15	23	23	17	10	11	20	20	30	31	34	17	12	7	2	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	2	0	4	989.9	4.96	3.99	0	0	0	0	0	75	58.1	2.641	2.62	35.5	32.9	222	0000 0000 0000 0000	0.91591	1.25727	1.06261	0.626434	1.7225	11.3398(#/cm³)
1667	12/12/19	10:19:36	Raw Counts	57	75	96	74	85	67	75	71	58	69	42	53	32	27	23	19	16	24	13	20	13	15	25	37	33	33	12	4	4	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	263	2	0	4	989.9	4.97	4	0	0	0	0	0	75	58.1	2.626	2.619	35.5	32.9	222	0000 0000 0000 0000	0.920248	1.26535	1.06812	0.626434	1.72755	11.7598(#/cm³)
1668	12/12/19	10:19:42	Raw Counts	81	92	97	110	106	87	102	77	78	65	50	53	46	26	30	31	16	11	13	18	22	19	24	41	51	21	11	3	1	3	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	2	0	5	990.5	4.97	3.99	0	0	0	0	0	75	58.1	2.639	2.617	35.5	32.9	222	0000 0000 0000 0000	0.883737	1.22015	1.03294	0.67317	1.7098	13.9097(#/cm³)
1669	12/12/19	10:19:48	Raw Counts	64	94	86	81	77	91	81	64	63	56	50	38	38	20	34	21	12	13	15	21	14	15	34	33	39	30	7	7	6	3	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	321	3	0	5	990.2	4.97	3.98	0	0	0	0	0	75	58.1	2.631	2.619	35.5	32.9	222	0000 0000 0000 0000	0.89986	1.2744	1.06371	0.582942	1.75276	12.1398(#/cm³)
1670	12/12/19	10:19:54	Raw Counts	66	50	74	81	71	77	62	61	70	39	34	29	31	21	25	24	22	12	15	12	24	18	35	42	26	29	5	7	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	1	0	4	990.5	4.96	3.98	0	0	0	0	0	75	58.1	2.638	2.618	35.5	32.9	222	0000 0000 0000 0000	0.926405	1.31008	1.0971	0.67317	1.76077	10.7498(#/cm³)
1671	12/12/19	10:20:00	Raw Counts	66	62	57	87	75	77	76	72	58	45	29	33	29	19	14	17	14	18	9	12	13	19	26	23	34	30	9	6	8	5	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	250	4	0	4	990.5	4.97	3.98	0	0	0	0	0	75	58.1	2.64	2.619	35.5	32.9	222	0000 0000 0000 0000	0.888524	1.29164	1.06869	0.67317	1.7724	10.4898(#/cm³)
1672	12/12/19	10:20:06	Raw Counts	65	75	74	73	62	66	79	72	45	49	55	45	34	22	26	18	9	20	23	17	15	14	19	46	49	37	14	5	4	10	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	274	1	0	4	990.8	4.97	4	0	0	0	0	0	75	58.1	2.64	2.619	35.5	32.9	222	0000 0000 0000 0000	0.945841	1.37385	1.13046	0.835363	1.8075	11.5098(#/cm³)
1673	12/12/19	10:20:12	Raw Counts	44	63	68	86	64	61	51	54	54	50	40	27	28	24	20	8	11	14	20	19	16	18	32	36	33	24	9	9	3	3	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	4	990.5	4.96	4	0	0	0	0	0	75	58.1	2.641	2.619	35.6	32.9	222	0000 0000 0000 0000	0.93825	1.3353	1.10906	0.67317	1.78033	9.9298(#/cm³)
1674	12/12/19	10:20:18	Raw Counts	69	73	68	69	69	74	61	70	54	56	31	29	28	22	28	22	19	12	12	16	15	16	21	33	51	32	19	2	5	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	269	3	0	4	990.5	4.97	3.98	0	0	0	0	0	75	58.1	2.639	2.619	35.5	32.9	222	0000 0000 0000 0000	0.920553	1.33019	1.10022	0.777365	1.79025	10.8298(#/cm³)
1675	12/12/19	10:20:24	Raw Counts	60	59	78	88	79	72	57	65	50	45	43	34	32	25	19	14	11	11	15	9	19	15	42	39	42	25	7	4	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	1	0	4	990.2	4.96	4	0	0	0	0	0	75	58.1	2.646	2.62	35.5	32.9	222	0000 0000 0000 0000	0.907801	1.29689	1.08329	0.67317	1.76465	10.6898(#/cm³)
1676	12/12/19	10:20:30	Raw Counts	64	64	86	62	60	77	68	62	62	48	30	40	21	17	25	25	18	12	13	13	26	20	25	44	38	29	14	7	3	3	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	258	4	0	4	990.5	4.96	4	0	0	0	0	0	75	58.1	2.644	2.618	35.5	32.9	222	0000 0000 0000 0000	0.930132	1.34945	1.11412	0.626434	1.79762	10.8398(#/cm³)
1677	12/12/19	10:20:36	Raw Counts	50	68	77	75	92	82	65	69	52	58	25	23	26	16	14	18	19	15	11	10	13	20	35	33	38	34	8	3	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	4	990.5	4.96	3.99	0	0	0	0	0	75	58.1	2.643	2.619	35.5	32.9	222	0000 0000 0000 0000	0.885264	1.28101	1.06987	0.723394	1.75987	10.5798(#/cm³)
1678	12/12/19	10:20:42	Raw Counts	52	69	68	61	69	72	66	60	55	43	33	38	18	21	25	17	17	16	14	14	16	18	23	37	39	32	9	7	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	2	0	4	989.9	4.96	3.99	0	0	0	0	0	75	58.1	2.625	2.62	35.6	32.9	222	0000 0000 0000 0000	0.922554	1.32656	1.10402	0.777365	1.77621	10.1798(#/cm³)
1679	12/12/19	10:20:48	Raw Counts	56	58	82	63	75	78	55	65	56	46	32	33	32	27	24	17	13	11	14	18	19	22	29	27	31	13	12	6	3	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	3	0	4	990.8	4.97	4	0	0	0	0	0	75	58.1	2.646	2.619	35.6	32.9	222	0000 0000 0000 0000	0.910288	1.26892	1.06902	0.626434	1.73412	10.2198(#/cm³)
1680	12/12/19	10:20:54	Raw Counts	68	74	98	81	85	77	83	83	58	45	39	40	30	28	21	19	15	20	14	18	19	18	18	31	39	30	15	6	5	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	5	990.5	4.97	4	0	0	0	0	0	75	58.1	2.638	2.618	35.6	32.9	222	0000 0000 0000 0000	0.887166	1.26674	1.05729	0.626434	1.7526	11.8498(#/cm³)
1681	12/12/19	10:21:00	Raw Counts	64	77	92	85	82	97	80	80	64	58	37	43	31	30	32	21	16	16	21	8	13	18	21	29	37	23	14	5	3	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	295	1	0	4	990.5	4.97	4	0	0	0	0	0	75	58.1	2.635	2.617	35.6	32.9	222	0000 0000 0000 0000	0.886728	1.2272	1.03812	0.777365	1.71102	12.0398(#/cm³)
1682	12/12/19	10:21:06	Raw Counts	63	76	87	92	99	87	84	75	60	54	56	54	26	28	33	18	19	20	22	21	14	20	30	44	37	22	11	5	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	1	0	5	990.8	4.97	3.99	0	0	0	0	0	75	58.1	2.646	2.618	35.6	32.9	222	0000 0000 0000 0000	0.906177	1.26097	1.06635	0.723394	1.72362	12.6797(#/cm³)
1683	12/12/19	10:21:12	Raw Counts	66	76	80	84	91	89	56	59	55	58	41	46	43	31	18	18	22	10	16	8	14	26	34	36	46	33	8	5	9	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	2	0	5	990.5	4.97	3.98	0	0	0	0	0	75	58.1	2.641	2.619	35.6	32.9	222	0000 0000 0000 0000	0.920217	1.29851	1.08433	0.723394	1.76299	11.8198(#/cm³)
1684	12/12/19	10:21:18	Raw Counts	64	77	82	88	73	71	63	58	72	45	44	32	32	38	21	17	15	15	25	17	16	21	22	40	41	24	11	8	5	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	1	0	4	990.2	4.96	4	0	0	0	0	0	75	58.1	2.643	2.619	35.6	32.9	222	0000 0000 0000 0000	0.926716	1.29742	1.08404	0.67317	1.76249	11.4398(#/cm³)
1685	12/12/19	10:21:24	Raw Counts	61	84	86	74	77	87	87	80	61	56	50	44	26	23	20	22	15	22	18	11	14	25	40	52	58	20	12	4	8	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	2	0	5	989.9	4.97	4	0	0	0	0	0	75	58.1	2.642	2.618	35.6	32.9	222	0000 0000 0000 0000	0.919861	1.32439	1.10352	0.777365	1.77336	12.4398(#/cm³)
1686	12/12/19	10:21:30	Raw Counts	56	63	99	85	88	79	73	72	65	47	44	42	33	23	17	22	19	16	19	8	21	22	35	53	39	31	10	3	5	6	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	2	0	5	990.5	4.96	4	0	0	0	0	0	75	58.1	2.633	2.619	35.5	32.9	222	0000 0000 0000 0000	0.917706	1.32046	1.09924	0.626434	1.77233	11.9998(#/cm³)
1687	12/12/19	10:21:36	Raw Counts	66	68	85	94	98	98	107	90	70	64	58	43	33	28	34	27	23	25	20	22	20	29	29	28	45	24	13	6	4	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	5	990.5	4.96	4	0	0	0	0	0	75	58.1	2.635	2.618	35.6	32.9	222	0000 0000 0000 0000	0.912139	1.2661	1.07429	0.835363	1.71246	13.5897(#/cm³)
1688	12/12/19	10:21:42	Raw Counts	53	71	88	101	82	77	66	78	68	61	36	34	31	28	22	25	24	20	22	15	14	21	19	43	31	32	13	3	4	2	3	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	319	1	0	5	990.8	4.96	3.99	0	0	0	0	0	75	58.1	2.64	2.617	35.6	32.9	222	0000 0000 0000 0000	0.914183	1.28848	1.07705	0.67317	1.74741	11.9098(#/cm³)
1689	12/12/19	10:21:48	Raw Counts	62	63	63	74	78	69	65	64	50	40	34	46	27	26	23	16	20	10	16	18	18	20	30	32	52	25	12	3	5	5	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	2	0	4	990.2	4.97	4	0	0	0	0	0	75	58.1	2.642	2.619	35.6	32.9	222	0000 0000 0000 0000	0.928144	1.34235	1.11487	0.723394	1.78453	10.6998(#/cm³)
1690	12/12/19	10:21:54	Raw Counts	56	44	66	75	62	75	71	57	57	42	43	35	27	19	12	23	13	15	14	10	15	17	32	33	35	30	15	7	7	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	1	0	4	990.5	4.97	4.01	0	0	0	0	0	75	58.1	2.635	2.619	35.5	32.9	222	0000 0000 0000 0000	0.933003	1.34798	1.11864	0.67317	1.78366	10.1498(#/cm³)
1691	12/12/19	10:22:00	Raw Counts	63	66	76	73	70	69	62	78	47	59	38	32	26	19	33	21	12	10	17	16	12	14	22	43	36	32	14	8	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	1	0	4	990.5	4.97	4.01	0	0	0	0	0	75	58.1	2.642	2.619	35.6	32.9	222	0000 0000 0000 0000	0.915841	1.30708	1.08961	0.897687	1.76838	10.7698(#/cm³)
1692	12/12/19	10:22:06	Raw Counts	51	77	99	77	83	75	67	52	46	56	50	43	29	18	16	20	13	14	17	11	9	20	29	46	59	26	18	8	3	2	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	247	1	0	4	990.2	4.97	4	0	0	0	0	0	75	58.1	2.631	2.619	35.6	32.9	222	0000 0000 0000 0000	0.91812	1.35037	1.10718	0.626434	1.80971	11.4098(#/cm³)
1693	12/12/19	10:22:12	Raw Counts	57	72	76	76	85	74	66	61	46	39	51	37	29	19	28	16	19	15	16	17	13	21	33	44	43	26	15	5	3	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	2	0	4	990.2	4.96	3.99	0	0	0	0	0	75	58.1	2.635	2.619	35.6	32.9	222	0000 0000 0000 0000	0.919516	1.3359	1.10865	0.723394	1.78667	11.1198(#/cm³)
1694	12/12/19	10:22:18	Raw Counts	55	77	104	83	85	73	68	57	53	42	40	36	31	36	19	22	23	22	26	15	13	18	21	55	42	24	21	6	3	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	1	0	5	989.9	4.96	3.99	0	0	0	0	0	75	58.1	2.628	2.618	35.6	32.9	222	0000 0000 0000 0000	0.916997	1.32754	1.10194	0.626434	1.78539	11.7898(#/cm³)
1695	12/12/19	10:22:24	Raw Counts	69	78	80	76	85	78	62	82	61	53	47	52	26	29	23	25	12	14	22	17	18	17	29	33	31	22	13	5	6	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	5	990.2	4.96	4	0	0	0	0	0	75	58.1	2.651	2.62	35.6	32.9	222	0000 0000 0000 0000	0.911464	1.25566	1.05984	0.723394	1.72734	11.6998(#/cm³)
1696	12/12/19	10:22:30	Raw Counts	85	100	101	105	116	129	97	81	71	73	61	43	43	32	28	30	17	25	19	16	24	20	30	36	41	28	14	5	9	5	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	390	1	0	6	990.5	4.96	4	0	0	0	0	0	75	58.1	2.642	2.617	35.6	32.9	222	0000 0000 0000 0000	0.876502	1.23735	1.04044	0.777365	1.72627	14.9097(#/cm³)
1697	12/12/19	10:22:36	Raw Counts	66	63	72	93	99	74	72	58	53	58	44	35	33	41	20	10	13	11	14	17	15	19	26	31	32	29	12	9	0	7	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	4	990.2	4.96	4.01	0	0	0	0	0	75	58.1	2.64	2.618	35.6	32.9	222	0000 0000 0000 0000	0.896063	1.27548	1.06416	0.723394	1.75183	11.3098(#/cm³)
1698	12/12/19	10:22:42	Raw Counts	57	63	85	64	83	59	63	53	44	53	42	46	38	27	22	16	17	19	22	14	19	14	29	39	39	23	7	5	7	5	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	3	0	4	990.2	4.97	4	0	0	0	0	0	75	58.1	2.639	2.618	35.6	32.9	222	0000 0000 0000 0000	0.95249	1.33164	1.11035	0.626434	1.77196	10.8098(#/cm³)
1699	12/12/19	10:22:48	Raw Counts	51	60	62	78	70	88	79	64	54	55	44	32	31	25	25	20	10	16	14	10	13	17	22	47	40	15	6	5	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	1	0	4	989.9	4.97	4.01	0	0	0	0	0	75	58.1	2.637	2.619	35.6	32.9	222	0000 0000 0000 0000	0.910466	1.27197	1.07494	0.777365	1.72435	10.6298(#/cm³)
1700	12/12/19	10:22:54	Raw Counts	57	73	83	72	77	75	59	65	52	44	34	25	30	29	20	20	14	16	11	18	14	21	31	49	45	19	17	2	7	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	237	2	0	4	990.2	4.97	4	0	0	0	0	0	75	58.1	2.648	2.618	35.6	32.9	222	0000 0000 0000 0000	0.913769	1.34483	1.10611	0.626434	1.80158	10.8698(#/cm³)
1701	12/12/19	10:23:00	Raw Counts	56	90	110	89	87	83	91	89	79	62	49	37	29	24	27	28	23	14	18	14	12	11	20	47	35	35	16	2	9	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	4	0	5	989.9	4.96	3.98	0	0	0	0	0	75	58.1	2.63	2.619	35.6	32.9	222	0000 0000 0000 0000	0.895944	1.25068	1.05139	0.626434	1.731	12.9297(#/cm³)
1702	12/12/19	10:23:06	Raw Counts	61	84	124	96	87	92	98	86	70	59	55	46	42	41	25	19	22	21	23	21	27	18	16	34	32	30	18	8	4	4	2	1	2	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	338	3	0	6	990.2	4.96	3.99	0	0	0	0	0	75	58.1	2.651	2.62	35.6	32.9	222	0000 0000 0000 0000	0.899977	1.26507	1.05954	0.626434	1.73533	13.7297(#/cm³)
1703	12/12/19	10:23:12	Raw Counts	67	85	82	94	88	78	88	67	51	56	40	46	29	21	20	22	23	27	15	19	15	22	28	33	37	33	14	6	1	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	3	0	5	990.5	4.97	3.99	0	0	0	0	0	75	58.1	2.652	2.619	35.6	32.9	222	0000 0000 0000 0000	0.890648	1.27286	1.06611	0.67317	1.75047	12.1398(#/cm³)
1704	12/12/19	10:23:18	Raw Counts	61	70	64	93	71	71	70	70	60	54	51	41	31	19	27	13	14	17	16	11	13	25	28	44	47	25	15	3	8	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	3	0	4	990.2	4.96	3.98	0	0	0	0	0	75	58.1	2.634	2.618	35.6	32.9	222	0000 0000 0000 0000	0.930251	1.31957	1.10102	0.67317	1.76822	11.3798(#/cm³)
1705	12/12/19	10:23:24	Raw Counts	62	69	89	82	75	87	76	56	50	42	50	37	33	27	19	17	12	12	15	14	16	30	23	38	48	36	24	7	4	6	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	1	0	4	990.2	4.96	3.98	0	0	0	0	0	75	58.1	2.628	2.619	35.6	32.9	222	0000 0000 0000 0000	0.91328	1.35576	1.11342	0.626434	1.81138	11.6098(#/cm³)
1706	12/12/19	10:23:30	Raw Counts	53	74	74	88	69	51	68	64	69	47	38	23	26	17	22	25	16	12	12	13	17	16	21	32	30	34	11	6	4	4	4	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	278	1	0	4	990.2	4.97	4	0	0	0	0	0	75	58.1	2.632	2.618	35.6	32.9	222	0000 0000 0000 0000	0.912992	1.31453	1.08366	0.67317	1.78594	10.4598(#/cm³)
1707	12/12/19	10:23:36	Raw Counts	74	71	88	96	92	101	76	80	59	52	32	35	30	24	19	20	21	15	14	17	16	17	26	38	50	20	13	9	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	2	0	5	990.2	4.97	4.01	0	0	0	0	0	75	58.1	2.631	2.618	35.6	32.9	222	0000 0000 0000 0000	0.873798	1.25254	1.04949	0.777365	1.74586	12.1398(#/cm³)
1708	12/12/19	10:23:42	Raw Counts	68	81	75	74	68	52	58	57	43	48	36	35	27	21	14	14	22	12	12	14	15	24	20	41	37	32	10	9	5	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	2	0	4	990.2	4.97	3.99	0	0	0	0	0	75	58.1	2.633	2.618	35.6	32.9	222	0000 0000 0000 0000	0.910192	1.31963	1.08887	0.582942	1.80115	10.2898(#/cm³)
1709	12/12/19	10:23:48	Raw Counts	70	75	78	73	66	71	74	55	50	40	41	29	25	20	22	17	18	10	15	16	8	21	34	48	39	24	10	4	10	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	1	0	4	990.8	4.97	3.99	0	0	0	0	0	75	58.1	2.648	2.618	35.6	32.9	222	0000 0000 0000 0000	0.897674	1.31191	1.08638	0.626434	1.7909	10.6698(#/cm³)
1710	12/12/19	10:23:54	Raw Counts	52	59	79	77	73	72	73	59	61	46	44	29	32	23	19	21	19	10	21	11	8	16	23	44	37	27	5	4	7	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1	0	4	989.9	4.97	4	0	0	0	0	0	75	58.1	2.626	2.618	35.6	32.9	222	0000 0000 0000 0000	0.913094	1.28221	1.07802	0.626434	1.74196	10.5498(#/cm³)
1711	12/12/19	10:24:00	Raw Counts	58	63	56	73	84	68	76	65	58	41	32	38	26	22	23	14	10	20	20	11	26	19	25	31	41	14	8	4	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	4	989.9	4.96	4	0	0	0	0	0	75	58.1	2.63	2.618	35.5	32.9	222	0000 0000 0000 0000	0.905315	1.27445	1.07468	0.723394	1.73456	10.3398(#/cm³)
1712	12/12/19	10:24:06	Raw Counts	61	70	80	71	79	86	82	61	57	61	47	39	34	28	22	21	15	21	8	18	13	18	21	39	38	35	17	9	7	3	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	282	0	0	5	989.9	4.97	4.01	0	0	0	0	0	75	58.1	2.642	2.619	35.6	32.9	222	0000 0000 0000 0000	0.925345	1.33388	1.10136	0.777365	1.7823	11.6898(#/cm³)
1713	12/12/19	10:24:12	Raw Counts	54	74	85	72	75	85	79	56	49	66	42	33	21	20	17	16	19	15	18	13	15	13	27	27	40	22	9	8	5	1	4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	3	0	4	990.2	4.96	4	0	0	0	0	0	75	58.1	2.635	2.618	35.6	32.9	222	0000 0000 0000 0000	0.887305	1.27067	1.06093	0.626434	1.75148	10.8398(#/cm³)
1714	12/12/19	10:24:18	Raw Counts	59	71	74	88	73	72	83	70	56	53	30	34	29	8	17	23	19	12	13	20	19	14	21	41	30	25	19	10	8	2	2	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	4	0	4	990.2	4.96	3.99	0	0	0	0	0	75	58.1	2.633	2.618	35.5	32.9	222	0000 0000 0000 0000	0.894694	1.32162	1.0858	0.67317	1.79405	11.0098(#/cm³)
1715	12/12/19	10:24:24	Raw Counts	64	55	84	75	61	77	72	73	45	45	41	32	29	26	22	18	20	20	13	16	17	22	20	33	34	21	12	5	4	3	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	240	1	0	4	989.9	4.97	3.98	0	0	0	0	0	75	58.1	2.627	2.618	35.6	32.9	222	0000 0000 0000 0000	0.906377	1.30368	1.08262	0.626434	1.76373	10.6598(#/cm³)
1716	12/12/19	10:24:30	Raw Counts	70	64	63	73	87	63	67	60	65	41	39	48	29	20	23	11	10	19	18	15	15	14	13	32	36	26	14	7	6	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	1	0	4	990.5	4.96	3.99	0	0	0	0	0	75	58.1	2.639	2.618	35.5	32.9	222	0000 0000 0000 0000	0.909086	1.27765	1.06703	0.723394	1.75321	10.5298(#/cm³)
1717	12/12/19	10:24:36	Raw Counts	52	75	67	71	84	88	54	62	49	47	37	29	29	25	22	19	19	12	19	13	21	21	20	34	21	20	11	6	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	4	0	4	990.2	4.96	3.99	0	0	0	0	0	75	58.1	2.63	2.618	35.5	32.9	222	0000 0000 0000 0000	0.892593	1.24385	1.05295	0.777365	1.72021	10.3198(#/cm³)
1718	12/12/19	10:24:42	Raw Counts	58	59	70	62	69	72	57	66	57	39	37	28	34	16	22	11	14	13	16	13	18	20	28	31	32	31	19	6	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	208	2	0	4	990.8	4.96	4	0	0	0	0	0	75	58.1	2.641	2.616	35.6	32.9	222	0000 0000 0000 0000	0.920399	1.32517	1.10072	0.777365	1.77899	10.0398(#/cm³)
1719	12/12/19	10:24:48	Raw Counts	69	74	90	85	62	89	76	70	56	43	43	48	27	24	15	20	23	13	11	18	15	21	27	36	20	32	9	9	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	4	0	4	989.9	4.96	3.99	0	0	0	0	0	75	58.1	2.632	2.618	35.6	32.9	222	0000 0000 0000 0000	0.886843	1.24721	1.04921	0.626434	1.7357	11.3398(#/cm³)
