Sample #	Date	Start Time	Aerodynamic Diameter	0.542	0.583	0.626	0.673	0.723	0.777	0.835	0.898	0.965	1.037	1.114	1.197	1.286	1.382	1.486	1.596	1.715	1.843	1.981	2.129	2.288	2.458	2.642	2.839	3.051	3.278	3.523	3.786	4.068	4.371	4.698	5.048	5.425	5.829	6.264	6.732	7.234	7.774	8.354	8.977	9.647	10.37	11.14	11.97	12.86	13.82	14.86	15.96	17.15	18.43	19.81	Event 1	Event 3	Event 4	Dead Time	Inlet Pressure	Total Flow	Sheath Flow	Analog Input Voltage 0	Analog Input Voltage 1	Digital Input Level 0	Digital Input Level 1	Digital Input Level 2	Laser Power	Laser Current	Sheath Pump Voltage	Total Pump Voltage	Box Temperature	Avalanch Photo Diode Temperature	Avalanch Photo Diode Voltage	Status Flags	Median(µm)	Mean(µm)	Geo. Mean(µm)	Mode(µm)	Geo. Std. Dev.	Total Conc.
987	12/12/19	09:11:36	Raw Counts	71	79	87	89	82	71	76	59	60	45	45	40	26	21	33	17	26	14	15	15	20	17	23	40	35	26	8	3	3	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	2	0	4	990.2	4.96	4	0	0	0	0	0	75	57.9	2.625	2.61	35.1	32.4	222	0000 0000 0000 0000	0.890631	1.25482	1.05371	0.67317	1.74223	11.5398(#/cm³)
988	12/12/19	09:11:42	Raw Counts	84	114	131	107	106	106	96	96	67	61	51	48	46	40	28	23	19	16	25	22	21	26	29	32	44	32	13	5	4	4	4	3	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	412	2	0	6	990.2	4.96	4	0	0	0	0	0	75	57.9	2.62	2.611	35.1	32.4	222	0000 0000 0000 0000	0.872922	1.23474	1.03451	0.626434	1.73674	15.0697(#/cm³)
989	12/12/19	09:11:48	Raw Counts	109	127	159	162	139	153	124	121	96	83	67	76	57	54	36	29	31	31	26	34	25	25	31	41	53	32	20	9	8	7	4	2	4	3	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	537	1	0	8	990.8	4.96	4	0	0	0	0	0	75	57.9	2.639	2.612	35.1	32.4	222	0000 0000 0000 0000	0.876142	1.23788	1.0352	0.67317	1.73129	19.8196(#/cm³)
990	12/12/19	09:11:54	Raw Counts	95	119	112	111	110	107	116	98	86	69	54	38	50	37	28	27	27	20	21	36	17	18	22	32	46	24	9	6	4	4	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	426	2	0	6	990.8	4.97	4.01	0	0	0	0	0	75	57.9	2.637	2.611	35	32.4	222	0000 0000 0000 0000	0.869493	1.19749	1.01486	0.582942	1.69957	15.4897(#/cm³)
991	12/12/19	09:12:00	Raw Counts	116	120	124	155	110	135	111	97	100	80	67	53	42	41	26	25	24	29	20	21	27	23	36	29	53	26	21	10	2	2	5	4	1	1	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	436	3	0	7	990.2	4.97	4.01	0	0	0	0	0	75	57.9	2.623	2.613	35	32.4	222	0000 0000 0000 0000	0.866525	1.22677	1.02357	0.67317	1.73573	17.4197(#/cm³)
992	12/12/19	09:12:06	Raw Counts	82	108	104	124	111	110	126	100	69	67	55	43	48	33	31	23	26	24	17	22	14	29	33	36	50	26	16	17	7	7	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	4	0	6	989.9	4.97	3.99	0	0	0	0	0	75	57.9	2.619	2.614	35	32.4	222	0000 0000 0000 0000	0.876869	1.25352	1.05043	0.835363	1.73953	15.6197(#/cm³)
993	12/12/19	09:12:12	Raw Counts	84	87	107	103	111	117	106	100	87	74	57	54	32	43	30	15	22	21	22	14	18	24	38	45	36	20	7	2	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	3	0	6	990.8	4.97	4	0	0	0	0	0	75	57.9	2.641	2.61	35	32.4	222	0000 0000 0000 0000	0.884303	1.18856	1.02118	0.777365	1.67227	14.8497(#/cm³)
994	12/12/19	09:12:18	Raw Counts	83	102	117	115	118	99	101	100	84	59	56	47	33	31	28	22	31	14	17	18	20	24	30	32	34	36	15	8	4	3	2	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	396	5	0	6	990.2	4.96	4	0	0	0	0	0	75	57.9	2.622	2.612	35	32.4	222	0000 0000 0000 0000	0.872667	1.22337	1.02765	0.723394	1.7246	14.8897(#/cm³)
995	12/12/19	09:12:24	Raw Counts	78	81	111	127	98	103	103	87	80	66	53	44	36	34	24	29	16	34	18	20	16	21	34	26	36	26	19	5	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	1	0	6	989.6	4.96	4	0	0	0	0	0	75	57.9	2.621	2.612	35	32.4	222	0000 0000 0000 0000	0.878043	1.20596	1.02798	0.67317	1.69431	14.3297(#/cm³)
996	12/12/19	09:12:30	Raw Counts	74	111	96	78	93	102	83	71	84	67	58	44	35	38	24	23	22	19	25	17	18	19	29	27	46	35	11	5	5	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	3	0	6	990.2	4.96	4	0	0	0	0	0	75	57.9	2.622	2.612	35	32.4	222	0000 0000 0000 0000	0.907045	1.23932	1.04841	0.582942	1.71966	13.6297(#/cm³)
997	12/12/19	09:12:36	Raw Counts	89	107	126	139	116	116	92	75	79	77	56	45	40	32	31	17	24	24	25	19	19	21	41	36	53	24	17	10	4	4	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	357	2	0	6	990.5	4.97	3.99	0	0	0	0	0	75	57.9	2.637	2.612	35	32.4	222	0000 0000 0000 0000	0.864563	1.24131	1.03516	0.67317	1.744	15.6397(#/cm³)
998	12/12/19	09:12:42	Raw Counts	77	86	103	102	95	92	92	82	81	61	52	58	46	34	20	15	29	15	20	18	23	22	30	33	43	37	10	11	8	1	3	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	3	0	5	989.9	4.97	4.01	0	0	0	0	0	75	57.9	2.619	2.612	35	32.4	222	0000 0000 0000 0000	0.909887	1.27396	1.06709	0.626434	1.74439	14.0397(#/cm³)
999	12/12/19	09:12:48	Raw Counts	77	107	133	114	105	110	98	92	60	59	62	57	41	30	25	30	20	24	21	17	29	23	31	38	39	23	10	2	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	3	0	6	990.8	4.96	4	0	0	0	0	0	75	57.9	2.636	2.611	35	32.4	222	0000 0000 0000 0000	0.866218	1.19497	1.01878	0.626434	1.6949	14.8697(#/cm³)
1000	12/12/19	09:12:54	Raw Counts	83	86	116	115	143	111	92	91	77	77	60	40	43	35	34	21	26	20	31	23	21	30	27	36	48	29	14	5	3	4	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	2	0	6	990.2	4.97	4.02	0	0	0	0	0	75	57.9	2.621	2.612	35	32.4	222	0000 0000 0000 0000	0.886062	1.23271	1.04399	0.723394	1.71405	15.4697(#/cm³)
1001	12/12/19	09:13:00	Raw Counts	77	99	117	101	109	109	99	82	65	66	57	58	50	41	33	13	22	27	19	15	24	21	42	34	37	37	21	4	8	3	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	3	0	6	990.8	4.97	4	0	0	0	0	0	75	57.9	2.642	2.61	35	32.4	222	0000 0000 0000 0000	0.895302	1.25892	1.05897	0.626434	1.73469	14.9497(#/cm³)
1002	12/12/19	09:13:06	Raw Counts	88	110	109	135	112	108	103	96	86	76	52	53	48	45	33	28	25	14	23	19	22	30	30	42	49	47	15	9	9	2	3	2	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	365	5	0	7	990.8	4.97	4	0	0	0	0	0	75	57.9	2.632	2.611	35	32.4	222	0000 0000 0000 0000	0.89986	1.28191	1.06612	0.67317	1.7588	16.2897(#/cm³)
1003	12/12/19	09:13:12	Raw Counts	80	106	127	128	104	100	94	96	86	66	61	56	36	27	31	19	19	18	28	17	22	30	37	35	40	39	12	6	8	3	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	6	0	6	990.2	4.96	3.99	0	0	0	0	0	75	57.9	2.627	2.612	35	32.4	222	0000 0000 0000 0000	0.887065	1.24542	1.04412	0.67317	1.73819	15.3897(#/cm³)
1004	12/12/19	09:13:18	Raw Counts	73	89	107	111	92	92	96	74	78	59	49	56	36	38	26	27	23	19	21	24	23	27	26	24	34	28	7	14	8	4	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	3	0	5	990.5	4.97	3.99	0	0	0	0	0	75	57.9	2.634	2.61	35	32.4	222	0000 0000 0000 0000	0.897539	1.24924	1.05197	0.67317	1.72665	13.9097(#/cm³)
1005	12/12/19	09:13:24	Raw Counts	89	106	110	111	114	113	121	83	82	59	57	57	46	49	29	27	24	23	26	19	17	28	28	41	26	28	13	7	5	0	2	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	367	3	0	6	990.5	4.97	3.99	0	0	0	0	0	75	57.9	2.632	2.611	35	32.4	222	0000 0000 0000 0000	0.873535	1.21035	1.02727	0.835363	1.69887	15.4597(#/cm³)
1006	12/12/19	09:13:30	Raw Counts	96	100	122	101	105	97	83	110	78	55	53	44	42	34	34	20	25	21	17	13	24	33	27	35	45	28	20	4	6	7	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	385	2	0	6	990.5	4.96	3.99	0	0	0	0	0	75	57.9	2.63	2.612	35	32.4	222	0000 0000 0000 0000	0.889152	1.25236	1.04536	0.626434	1.74745	14.8497(#/cm³)
1007	12/12/19	09:13:36	Raw Counts	89	115	143	99	114	101	93	86	70	72	62	48	39	36	37	23	20	16	13	20	21	20	33	37	27	30	12	8	3	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	5	0	6	989.9	4.96	3.99	0	0	0	0	0	75	57.9	2.618	2.615	35	32.4	222	0000 0000 0000 0000	0.861673	1.18298	1.00505	0.626434	1.69751	14.9297(#/cm³)
1008	12/12/19	09:13:42	Raw Counts	66	96	116	95	123	106	95	87	69	68	60	46	46	32	34	30	23	28	26	28	28	31	29	45	36	26	18	7	7	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	3	0	6	990.2	4.96	3.99	0	0	0	0	0	75	57.9	2.635	2.613	35	32.4	222	0000 0000 0000 0000	0.908881	1.26816	1.07256	0.723394	1.7261	15.0797(#/cm³)
1009	12/12/19	09:13:48	Raw Counts	67	80	107	109	103	92	83	81	63	51	53	40	32	24	30	33	20	20	23	16	26	19	33	33	34	24	15	7	8	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	353	0	0	5	990.5	4.97	4	0	0	0	0	0	75	57.9	2.638	2.611	35	32.4	222	0000 0000 0000 0000	0.887277	1.26602	1.05736	0.67317	1.74377	13.3397(#/cm³)
1010	12/12/19	09:13:54	Raw Counts	81	95	116	120	115	101	104	71	72	62	52	44	25	30	31	25	24	20	14	21	19	27	36	38	39	25	22	8	11	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	2	0	6	990.8	4.96	3.98	0	0	0	0	0	75	57.9	2.634	2.612	35	32.4	222	0000 0000 0000 0000	0.864211	1.25278	1.04652	0.67317	1.75027	14.5597(#/cm³)
1011	12/12/19	09:14:00	Raw Counts	79	106	106	114	100	107	106	84	74	59	62	57	24	24	24	26	28	21	20	19	19	28	37	36	35	31	14	11	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	2	0	6	990.8	4.96	3.99	0	0	0	0	0	75	57.9	2.628	2.611	35	32.4	222	0000 0000 0000 0000	0.87576	1.23274	1.0396	0.67317	1.725	14.5997(#/cm³)
1012	12/12/19	09:14:06	Raw Counts	81	95	120	102	97	89	99	86	71	63	48	51	48	40	23	23	26	21	16	27	20	21	26	29	39	38	11	5	4	1	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	5	0	6	991.1	4.97	4.01	0	0	0	0	0	75	57.9	2.64	2.612	35	32.4	222	0000 0000 0000 0000	0.889453	1.23476	1.04172	0.626434	1.72155	14.2697(#/cm³)
1013	12/12/19	09:14:12	Raw Counts	84	95	102	111	102	90	93	78	83	61	64	61	30	34	29	28	25	26	14	16	21	23	22	27	37	35	13	3	5	5	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	398	3	0	6	990.8	4.97	4	0	0	0	0	0	75	57.9	2.629	2.612	35	32.4	222	0000 0000 0000 0000	0.894705	1.22459	1.036	0.67317	1.71126	14.2197(#/cm³)
1014	12/12/19	09:14:18	Raw Counts	84	110	110	102	110	87	74	85	65	57	50	52	32	34	25	21	24	26	20	22	13	24	27	33	30	19	13	7	3	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	375	2	0	5	990.2	4.96	3.99	0	0	0	0	0	75	57.9	2.624	2.612	35	32.4	222	0000 0000 0000 0000	0.870328	1.19248	1.01258	0.582942	1.70216	13.6397(#/cm³)
1015	12/12/19	09:14:24	Raw Counts	83	102	97	104	100	105	95	76	68	57	48	52	31	41	19	25	24	18	19	22	18	26	34	31	36	29	21	3	7	1	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	349	1	0	6	990.5	4.96	3.98	0	0	0	0	0	75	57.9	2.639	2.611	35.1	32.4	222	0000 0000 0000 0000	0.877583	1.25023	1.0458	0.777365	1.7408	13.9797(#/cm³)
1016	12/12/19	09:14:30	Raw Counts	88	115	101	114	77	96	81	64	59	60	62	47	44	27	28	29	24	20	23	13	20	23	27	44	42	29	17	10	2	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	392	2	0	6	990.2	4.96	4	0	0	0	0	0	75	57.9	2.62	2.615	35.1	32.4	222	0000 0000 0000 0000	0.890768	1.25616	1.05131	0.582942	1.75032	13.9197(#/cm³)
1017	12/12/19	09:14:36	Raw Counts	80	78	90	100	86	94	76	80	71	71	51	49	36	33	24	19	25	17	20	15	26	21	42	27	30	21	10	5	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	5	0	5	990.2	4.97	3.99	0	0	0	0	0	75	57.9	2.636	2.613	35.1	32.4	222	0000 0000 0000 0000	0.90491	1.21533	1.03961	0.67317	1.69188	13.0297(#/cm³)
1018	12/12/19	09:14:42	Raw Counts	69	77	105	100	100	93	92	73	65	42	52	40	41	30	15	25	17	17	19	23	18	22	28	31	28	37	13	7	8	3	3	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	340	1	0	5	990.5	4.97	4.01	0	0	0	0	0	75	57.9	2.638	2.613	35.1	32.4	222	0000 0000 0000 0000	0.878481	1.27249	1.0581	0.626434	1.75669	12.9897(#/cm³)
1019	12/12/19	09:14:48	Raw Counts	69	98	112	90	83	72	84	78	61	59	46	37	40	27	31	21	22	20	20	16	16	29	23	35	36	25	13	7	2	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	303	4	0	5	990.2	4.97	4.01	0	0	0	0	0	75	57.9	2.624	2.613	35	32.4	222	0000 0000 0000 0000	0.892633	1.24439	1.04707	0.626434	1.7334	12.7897(#/cm³)
1020	12/12/19	09:14:54	Raw Counts	68	83	92	91	69	97	64	79	59	55	53	41	32	23	22	16	12	11	17	16	21	34	28	48	43	32	4	2	4	6	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	5	990.5	4.96	3.98	0	0	0	0	0	75	57.9	2.637	2.612	35.1	32.4	222	0000 0000 0000 0000	0.907033	1.29116	1.07697	0.777365	1.76443	12.2698(#/cm³)
1021	12/12/19	09:15:00	Raw Counts	80	78	96	105	86	88	78	80	55	62	50	48	33	24	22	16	28	17	22	19	19	16	24	39	41	23	18	6	4	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	4	0	5	990.8	4.96	3.99	0	0	0	0	0	75	57.9	2.646	2.613	35.1	32.4	222	0000 0000 0000 0000	0.891577	1.25241	1.05244	0.67317	1.73865	12.8397(#/cm³)
1022	12/12/19	09:15:06	Raw Counts	63	76	83	114	103	82	95	75	62	60	61	43	28	25	26	21	25	21	14	14	28	27	30	36	41	28	14	7	0	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	3	0	5	990.5	4.97	4	0	0	0	0	0	75	57.9	2.637	2.613	35.1	32.4	222	0000 0000 0000 0000	0.900143	1.26763	1.06813	0.67317	1.73245	13.0997(#/cm³)
1023	12/12/19	09:15:12	Raw Counts	54	83	92	90	105	89	83	71	57	62	51	53	23	19	23	24	20	17	13	22	17	25	33	30	32	21	16	9	4	3	2	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	315	5	0	5	990.5	4.97	3.99	0	0	0	0	0	75	57.9	2.638	2.611	35.1	32.4	222	0000 0000 0000 0000	0.892476	1.26994	1.06221	0.723394	1.74271	12.4898(#/cm³)
1024	12/12/19	09:15:18	Raw Counts	55	57	77	88	76	73	66	54	50	40	32	33	35	20	12	25	10	9	12	15	16	24	18	32	47	25	9	6	5	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	244	1	0	4	990.5	4.97	4	0	0	0	0	0	75	57.9	2.64	2.61	35.1	32.4	222	0000 0000 0000 0000	0.892864	1.32245	1.08398	0.67317	1.79003	10.2798(#/cm³)
1025	12/12/19	09:15:24	Raw Counts	42	75	75	63	65	69	67	59	44	32	32	25	31	24	16	17	18	17	13	19	24	23	33	28	30	14	6	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	1	0	4	990.2	4.97	4	0	0	0	0	0	75	57.9	2.644	2.611	35.1	32.4	222	0000 0000 0000 0000	0.896658	1.2645	1.07082	0.582942	1.73022	9.66981(#/cm³)
1026	12/12/19	09:15:30	Raw Counts	38	46	63	59	57	62	47	48	43	34	40	37	27	15	10	16	15	13	8	11	9	20	23	28	27	22	7	4	4	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	212	1	0	3	990.5	4.97	4	0	0	0	0	0	75	57.9	2.637	2.61	35.1	32.4	222	0000 0000 0000 0000	0.929828	1.32324	1.09774	0.626434	1.76586	8.37983(#/cm³)
1027	12/12/19	09:15:36	Raw Counts	40	53	67	69	58	57	40	34	45	38	32	29	20	24	13	12	15	8	9	12	14	14	23	20	18	17	7	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	1	0	3	990.5	4.97	4.01	0	0	0	0	0	75	57.9	2.632	2.608	35.1	32.4	222	0000 0000 0000 0000	0.892195	1.22746	1.04011	0.67317	1.71542	7.94984(#/cm³)
1028	12/12/19	09:15:42	Raw Counts	31	40	57	54	51	63	40	35	40	31	27	30	18	11	17	18	6	9	11	6	17	13	16	22	21	10	8	5	3	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	178	1	0	3	990.5	4.97	4.01	0	0	0	0	0	75	57.9	2.627	2.609	35.1	32.4	222	0000 0000 0000 0000	0.906238	1.2762	1.07088	0.777365	1.73915	7.14986(#/cm³)
1029	12/12/19	09:15:48	Raw Counts	30	50	41	49	46	39	38	32	36	29	19	25	14	17	9	8	5	3	14	11	7	13	32	21	12	12	3	1	3	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	145	2	0	2	990.5	4.96	3.97	0	0	0	0	0	75	57.9	2.635	2.61	35.1	32.4	222	0000 0000 0000 0000	0.90491	1.28109	1.06954	0.582942	1.75625	6.23988(#/cm³)
1030	12/12/19	09:15:54	Raw Counts	38	35	32	38	46	43	50	48	37	20	20	28	15	13	8	16	8	10	9	7	15	18	14	11	12	20	5	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	2	990.5	4.97	3.98	0	0	0	0	0	75	57.9	2.64	2.609	35.1	32.4	222	0000 0000 0000 0000	0.907604	1.27008	1.07442	0.835363	1.7244	6.24988(#/cm³)
1031	12/12/19	09:16:00	Raw Counts	17	37	45	42	40	34	32	31	30	32	25	15	18	12	5	8	11	7	7	7	16	16	15	23	16	9	4	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	1	0	2	990.8	4.97	3.99	0	0	0	0	0	75	57.9	2.627	2.609	35.2	32.4	222	0000 0000 0000 0000	0.93928	1.30861	1.10053	0.626434	1.7481	5.62989(#/cm³)
1032	12/12/19	09:16:06	Raw Counts	22	33	38	38	33	39	29	29	18	13	25	15	12	12	9	13	7	2	10	7	8	13	19	16	12	9	6	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	2	990.8	4.96	4	0	0	0	0	0	75	57.9	2.638	2.609	35.2	32.4	222	0000 0000 0000 0000	0.89885	1.29323	1.08398	0.777365	1.75517	4.9299(#/cm³)
1033	12/12/19	09:16:12	Raw Counts	21	26	27	41	37	33	38	29	28	16	17	15	9	11	13	8	8	10	10	8	7	11	20	17	7	3	8	2	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1	0	2	990.5	4.96	4	0	0	0	0	0	75	57.9	2.623	2.609	35.2	32.4	222	0000 0000 0000 0000	0.911111	1.29942	1.09209	0.67317	1.74051	4.8599(#/cm³)
1034	12/12/19	09:16:18	Raw Counts	26	34	27	27	32	29	25	23	27	21	18	6	13	8	9	6	7	8	8	2	11	12	18	13	14	4	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	1	990.2	4.96	4	0	0	0	0	0	75	57.9	2.622	2.61	35.2	32.4	222	0000 0000 0000 0000	0.919931	1.28221	1.07814	0.582942	1.75052	4.37991(#/cm³)
1035	12/12/19	09:16:24	Raw Counts	25	27	31	28	31	25	21	23	18	25	22	14	9	6	4	4	8	4	8	9	7	13	12	20	12	11	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	1	990.8	4.97	4.01	0	0	0	0	0	75	57.9	2.64	2.611	35.2	32.4	222	0000 0000 0000 0000	0.931174	1.30069	1.0916	0.626434	1.76065	4.21992(#/cm³)
1036	12/12/19	09:16:30	Raw Counts	20	24	32	37	27	26	22	20	15	22	15	10	8	9	8	4	4	7	6	5	8	15	12	12	12	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	1	0	1	990.5	4.97	4.01	0	0	0	0	0	75	57.9	2.644	2.61	35.2	32.4	222	0000 0000 0000 0000	0.889152	1.249	1.0573	0.67317	1.73024	3.89992(#/cm³)
1037	12/12/19	09:16:36	Raw Counts	24	29	19	20	25	17	27	24	17	9	11	13	8	7	5	5	9	9	6	7	4	9	12	14	11	4	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	1	990.8	4.97	3.99	0	0	0	0	0	75	58	2.637	2.61	35.2	32.4	222	0000 0000 0000 0000	0.905584	1.2839	1.0809	0.582942	1.7527	3.50993(#/cm³)
1038	12/12/19	09:16:42	Raw Counts	17	25	14	27	21	27	16	17	19	12	11	12	6	5	6	4	7	9	4	4	9	11	12	9	6	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	0	1	990.2	4.96	3.98	0	0	0	0	0	75	57.9	2.638	2.61	35.2	32.4	222	0000 0000 0000 0000	0.914061	1.26714	1.07424	0.67317	1.72917	3.18994(#/cm³)
1039	12/12/19	09:16:48	Raw Counts	17	22	22	16	21	18	24	8	15	13	9	9	11	6	7	6	3	6	8	7	8	12	12	15	12	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	1	0	1	990.2	4.96	3.99	0	0	0	0	0	75	58	2.625	2.61	35.2	32.4	222	0000 0000 0000 0000	0.972858	1.35248	1.13719	0.835363	1.77359	3.13994(#/cm³)
1040	12/12/19	09:16:54	Raw Counts	15	10	26	25	16	25	16	24	14	17	15	8	8	4	7	5	1	2	5	6	7	17	12	10	11	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	1	990.8	4.96	3.98	0	0	0	0	0	75	58	2.632	2.611	35.2	32.4	222	0000 0000 0000 0000	0.931174	1.31847	1.11321	0.626434	1.74465	3.13994(#/cm³)
1041	12/12/19	09:17:00	Raw Counts	10	16	15	19	13	17	14	16	10	14	13	4	6	2	5	2	6	4	3	8	8	12	11	15	11	10	4	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	990.8	4.96	3.99	0	0	0	0	0	75	58	2.635	2.613	35.2	32.4	222	0000 0000 0000 0000	1.03531	1.50914	1.24241	0.67317	1.84679	2.72995(#/cm³)
1042	12/12/19	09:17:06	Raw Counts	10	8	13	12	8	14	9	5	7	8	10	7	7	3	3	5	4	2	2	6	11	6	9	8	11	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	990.8	4.97	4	0	0	0	0	0	75	58	2.636	2.611	35.2	32.4	222	0000 0000 0000 0000	1.10739	1.47621	1.23866	0.777365	1.80162	1.95996(#/cm³)
1043	12/12/19	09:17:12	Raw Counts	8	12	23	20	13	12	13	14	14	7	2	10	4	4	5	1	3	8	6	7	4	11	12	14	6	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	1	991.1	4.97	4.01	0	0	0	0	0	75	58	2.641	2.61	35.2	32.4	222	0000 0000 0000 0000	0.958467	1.39606	1.16778	0.626434	1.7941	2.40995(#/cm³)
1044	12/12/19	09:17:18	Raw Counts	8	10	13	18	11	10	17	4	10	5	3	3	2	5	3	2	3	7	3	8	9	12	9	8	3	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	990.8	4.97	4.01	0	0	0	0	0	75	58	2.636	2.609	35.2	32.4	222	0000 0000 0000 0000	0.972858	1.43515	1.1962	0.67317	1.81413	1.93996(#/cm³)
1045	12/12/19	09:17:24	Raw Counts	8	9	11	9	9	9	5	7	6	8	5	7	3	6	4	4	4	1	3	3	9	11	10	11	8	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	990.5	4.97	3.99	0	0	0	0	0	75	58	2.626	2.608	35.2	32.4	222	0000 0000 0000 0000	1.16785	1.52721	1.27844	0.626434	1.81667	1.73997(#/cm³)
1046	12/12/19	09:17:30	Raw Counts	5	9	9	8	9	9	9	4	9	8	7	1	2	2	2	3	4	2	5	3	5	6	12	16	7	2	7	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	990.8	4.97	4	0	0	0	0	0	75	58	2.643	2.608	35.2	32.4	222	0000 0000 0000 0000	1.13261	1.66159	1.36472	2.83874	1.88341	1.67997(#/cm³)
